odour stim;30/10/2020 Female4;30/10/2020 Female10;21/10/2020 Male5;02/11/2020 Female4;02/11/2020 Female8;02/11/2020 Male12;03/11/2020 Female3;03/11/2020 Female9;04/11/2020 Female6;04/11/2020 Male3;08/11/2020 Male3;08/11/2020 Male4;25/02/2021 Male4
;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V
0;2.9295;5.0316;6.0998;4.1739;0.4337;4.8431;5.1038;4.6079;2.3844;4.3737;3.7324;8.3618;9.6028
0;2.9488;5.1837;5.4301;4.1608;0.1219;5.0383;4.3501;3.9553;2.2319;4.6013;3.7869;8.0816;9.2525
0;3.0834;5.3304;4.7921;4.0256;0.01306;4.46;4.5187;4.0881;2.3687;4.1901;3.8071;8.7515;8.9958
0;3.2259;5.4835;5.3967;3.6481;0.158;4.5603;4.371;4.238;2.0864;4.4478;4.1473;8.8612;9.1556
0;2.7421;5.0198;5.2165;3.6766;-0.1221;4.4669;4.8612;3.9783;2.1133;4.2554;4.5688;8.2323;8.9709
0;2.9414;5.3108;5.5627;3.4184;0.2902;4.6932;4.8646;4.3375;1.7995;3.9961;4.429;8.1992;8.9983
0;2.7843;6.1583;4.8685;3.4248;0.1604;4.2733;4.8332;4.3572;1.7214;4.1832;4.1188;8.1881;9.5613
0;3.1664;6.2877;4.8113;3.2632;0.2718;4.4804;4.8825;4.4953;2.0253;3.9761;4.1603;8.5486;9.7904
0;3.4582;6.19;5.9588;2.9621;0.1479;4.6116;4.8881;4.5457;2.1452;4.1301;3.7882;8.4635;10.3868
0;3.1;6.1433;5.4305;3.1173;-0.1809;4.5553;4.5958;4.607;2.1061;4.0035;3.8567;8.6695;9.2648
0;3.1579;6.1873;5.3931;2.8871;0.1211;4.3725;4.3551;4.701;2.1698;4.1615;3.9032;9.4818;9.2933
0;2.3981;5.8239;5.3606;2.9958;0.1397;4.8429;4.0337;4.6704;2.1627;4.2833;3.7082;8.737;9.2358
0;2.9436;6.4714;5.7774;2.8287;0.01224;4.9557;4.2716;5.1174;2.1553;4.0205;3.6461;9.1335;8.901
0;2.6887;6.1068;5.785;2.6084;0.07256;4.5731;4.4664;5.0964;2.1833;4.6122;3.7557;8.8765;8.7212
0;2.7304;6.1455;5.7;2.5872;0.08579;4.5371;4.5912;5.0477;1.9443;4.9086;3.5914;8.3798;8.3894
0;3.2264;6.129;7.7574;2.8402;0.3144;4.5499;4.8661;4.8432;2.4024;5.1608;3.7434;8.4633;8.473
0;3.3467;6.0042;7.9057;2.6485;0.01764;4.5843;5.0774;5.0666;2.1396;5.1566;3.7638;8.7266;8.8298
0;3.8075;6.1547;6.6297;2.5273;0.146;4.6029;5.1703;4.9356;2.304;5.604;3.7055;9.0329;8.7521
0;3.8899;5.8229;8.6241;2.6534;0.2187;4.9424;4.6863;4.588;2.361;6.0657;3.816;8.7473;8.4931
0;4.2631;6.1283;8.8219;2.6647;-0.05626;4.6285;4.8252;4.3868;2.534;6.1928;4.3084;8.7854;8.6765
0;4.6547;6.1284;8.0611;2.1839;0.4912;4.7784;4.6405;3.8682;2.2154;6.372;4.264;9.3214;8.6895
0;3.8778;6.2432;10.6503;2.377;0.5126;4.6336;4.4747;3.7104;2.4743;5.9033;4.1743;9.4274;8.4779
0;4.1953;4.7644;10.235;2.1928;0.5666;4.781;3.7805;3.9719;2.7305;6.0924;4.2088;9.2808;7.9564
0;4.262;4.5439;9.4231;2.1603;1.1585;4.5369;3.257;4.1826;2.7064;6.2354;4.1842;9.1441;7.9575
0;4.2951;3.8591;10.3402;2.4737;1.579;4.4528;3.2827;3.9844;2.7901;6.707;4.0341;9.7619;7.9759
0;4.4779;3.6694;10.9422;2.3707;2.25;4.7079;3.291;3.686;3.0267;6.7658;4.0427;9.542;7.7482
0;4.301;3.6403;9.7548;2.2361;2.4286;4.6896;2.7483;3.9717;3.1025;6.5155;4.0155;8.5906;8.0734
0;3.7348;3.5595;8.9438;2.4894;2.658;4.6381;2.6775;4.211;3.1178;6.6844;4.1214;8.6043;7.9473
0;4.112;3.7575;8.13;2.2724;2.7065;4.5971;2.6233;3.8968;3.0835;6.6647;3.9236;8.2566;7.6874
0;3.5354;3.503;8.2692;2.2239;2.4174;5.0161;2.7248;4.3145;2.8021;6.6242;3.8901;7.8029;7.772
0;4.4014;3.2325;9.1093;2.1464;2.207;5.4571;2.8152;4.4692;2.784;6.3662;3.6829;7.5291;7.7007
0;4.4414;3.4604;10.401;2.3131;2.2928;6.1656;2.6954;4.201;2.5476;6.3432;3.4869;7.7107;7.5624
0;4.4495;3.4146;13.9058;1.9599;1.8357;6.395;2.4849;4.2469;2.7165;6.2087;3.4319;7.8459;7.5048
0;3.8328;2.9691;14.7671;2.0591;1.6152;5.6393;2.967;4.0124;2.5096;6.0509;3.5045;7.0532;7.4673
0;3.5141;3.2809;10.7229;1.9872;1.305;5.7104;2.8074;4.2343;2.8171;6.0592;3.5292;6.7979;7.9435
0;3.4972;3.14;9.6129;2.1812;1.2682;6.0149;2.8132;3.9007;2.6708;6.29;3.3399;6.7604;8.3963
0;3.7244;2.9844;8.1282;2.1566;1.2842;6.1167;2.723;3.8734;2.465;6.2652;3.406;6.8098;8.2112
0;3.7331;3.078;8.8432;2.003;1.163;5.8587;2.8232;3.9611;2.5093;6.382;3.7085;6.5004;7.8258
0;3.9801;2.9658;10.5793;2.0066;0.6865;5.5841;2.8681;4.3292;2.6105;6.6731;3.8648;6.2917;8.3984
0;3.9009;3.0044;10.0235;2.0595;0.7523;6.1702;2.9886;4.013;2.7206;6.2021;3.9502;6.7497;8.3922
0;3.7113;2.9956;10.9729;2.0031;0.7046;6.2774;2.8241;4.1872;2.408;5.843;4.0744;6.6654;8.0386
0;3.2436;2.7904;10.4965;2.0235;0.922;6.1364;2.785;3.7446;2.4015;5.7229;4.0479;6.6317;8.7032
0;3.747;2.5552;10.291;2.441;0.7146;6.3447;3.0972;3.7468;2.2876;6.2018;3.9752;6.3921;8.571
0;3.3305;2.9085;10.6811;2.1535;0.9003;6.9465;2.8796;3.6076;2.2843;6.0909;4.1498;6.8319;8.5092
0;4.1978;2.6908;10.5071;2.2239;1.206;6.6453;2.9499;3.2535;2.3449;5.9483;4.0179;6.1514;8.1751
0;4.5151;2.681;10.1911;2.2979;1.0491;6.5281;3.0441;3.5974;1.9907;5.9144;4.0827;6.5044;7.9973
0;4.4652;2.6379;10.3094;2.8007;1.2474;6.3835;2.9568;3.4166;2.1062;6.0517;3.5835;6.4771;8.2871
0;4.5449;2.4013;10.8971;2.6426;1.2441;6.3936;3.0512;3.4678;2.1383;6.3245;3.613;6.6753;8.0436
0;5.1305;2.9789;11.597;2.6594;1.4322;5.9416;2.9642;3.4993;2.1819;6.2108;3.6525;6.2361;7.9158
0;4.6657;2.5273;9.2646;2.7239;1.2768;5.9436;2.6905;3.654;2.4018;6.071;3.5126;6.2573;7.6861
0;4.7389;2.3094;9.6063;2.4805;1.4696;5.8827;2.6575;3.6902;2.1786;6.0956;3.4368;7.0084;8.3408
0;4.6729;2.1397;8.1597;2.8686;1.3061;5.7942;2.9535;3.8;2.2376;5.6663;3.3907;6.9179;8.3679
0;4.1082;2.2078;9.5792;2.4506;1.2384;5.972;3.4116;3.5326;2.2106;6.2848;3.4952;7.3783;8.4571
0;4.3028;2.2955;8.9099;2.7325;1.1242;6.1254;3.8327;3.7433;2.3478;5.4934;3.4206;7.599;8.2425
0;4.04;2.4478;9.1868;2.1818;1.2082;5.7674;3.875;3.4775;1.9769;5.6887;3.4033;7.9667;8.4947
0;3.8378;2.3579;8.0884;2.2083;1.3977;5.6503;3.6799;3.6005;2.0725;5.6618;3.4628;7.5151;8.5074
0;3.5826;2.5461;9.6582;2.0211;1.395;5.5809;3.5457;3.5104;2.207;5.5276;3.4089;7.9288;8.1101
0;3.2056;2.4764;8.2316;2.3196;1.5158;5.6392;3.6931;3.8398;2.3286;5.4477;3.5014;8.4295;8.2421
0;3.3923;2.9188;8.4213;2.2285;1.509;5.2494;3.6416;3.4613;2.4081;5.4729;3.4739;8.479;8.033
0;3.507;2.73;7.8399;2.1069;1.134;5.6378;3.5699;3.2578;2.4525;5.2713;3.6095;8.0102;7.8732
0;3.1146;2.8139;6.2369;2.0615;1.098;6.3157;3.7164;3.5955;2.3588;5.3049;3.4815;7.838;8.3462
0;3.3095;3.3335;7.2691;1.9483;1.0754;6.4217;3.7336;3.5427;2.3057;5.3091;3.692;7.5133;8.2502
0;3.2524;3.9747;6.9699;1.8893;0.9655;6.42;4.0737;3.2017;2.6526;5.4648;3.9205;8.2409;7.6888
0;3.0434;4.0131;7.1289;1.8872;1.0301;6.356;4.4524;3.2609;3.0504;5.5078;3.8122;8.1845;7.3753
0;3.227;3.8919;6.2895;1.7095;0.8224;6.9266;4.7133;2.8125;2.8772;5.398;4.0164;7.902;8.28
0;3.3559;4.1795;6.112;2.0348;0.9323;6.7505;4.9292;3.1046;2.8908;5.3686;4.0753;8.2685;7.8087
0;3.2363;4.0218;5.3136;1.9299;0.9499;6.3547;4.4427;3.1696;2.7101;5.2374;3.9455;8.5782;7.7011
0;3.2533;4.4981;4.5164;2.1148;0.9911;6.4516;4.1828;2.8746;2.5541;5.4676;3.7228;8.9923;7.9306
0;2.8397;5.0544;5.0138;2.1896;0.8937;6.2289;3.758;2.7742;2.4233;5.9092;3.7937;8.4128;8.0011
0;3.0621;5.2219;4.7949;2.1942;1.1237;5.8503;3.6581;2.9497;2.3868;6.0016;3.523;9.4809;8.4733
0;2.8744;5.5516;6.1516;2.0389;1.0671;6.2097;3.6165;2.4599;2.2481;5.7458;3.2793;9.3095;8.2099
0;2.6764;6.1682;5.8835;2.0142;0.9243;6.3778;3.4065;2.7809;2.1509;5.2294;3.3742;8.7933;8.2155
0;2.7787;6.2495;5.946;2.0421;1.2;6.1577;3.0995;2.5621;2.0398;4.7144;3.6982;9.3558;7.9416
0;2.9556;7.1812;4.5293;1.9857;1.3232;5.9046;3.0748;2.3673;2.1017;4.7951;3.8535;9.6834;7.8046
0;2.5958;7.0949;5.2218;1.9265;1.152;5.802;2.56;2.6939;1.9618;4.9655;3.5241;9.2533;8.2093
0;2.4473;8.0447;5.1857;2.0241;0.8785;5.9547;2.5669;2.5826;2.2444;4.8722;3.5731;9.1606;8.4804
0;2.6444;7.3474;4.4785;1.9298;0.9503;5.4629;2.7132;2.3012;2.1716;5.4336;3.6275;9.1621;8.3972
0;2.8105;7.5297;4.6876;2.0248;0.7941;5.1653;2.3683;2.5842;2.5138;5.6444;3.4269;9.2345;8.2965
0;3.4522;7.1946;4.9179;1.9263;1.0139;4.6652;2.4075;2.723;2.2598;5.7698;3.3964;8.7395;7.9886
0;3.5363;6.6917;4.6067;1.7912;0.6761;4.7109;2.4054;2.5696;2.6058;5.9846;3.4849;9.7459;7.5618
0;3.212;6.4999;6.4559;1.8643;0.7959;4.5493;2.3577;2.7498;2.347;5.786;3.4513;9.9262;8.1466
0.5;3.3353;5.9062;13.0222;1.7748;0.3385;4.5984;2.092;2.8269;2.2888;5.0339;3.2648;9.8065;7.9188
0.5;3.352;5.6149;13.228;2.0681;0.4946;4.7301;2.0731;2.6806;2.8006;5.1479;3.5164;9.2494;8.1601
0.5;3.1971;5.5165;11.5729;1.9508;0.9874;4.5864;2.2147;2.9575;2.5057;4.7826;3.679;9.4041;8.2587
0.5;2.9107;5.8445;13.1195;1.698;0.8789;4.4044;2.4122;3.2351;2.7055;4.5717;3.585;9.9437;8.0533
0.5;2.8013;5.2373;11.838;1.7686;0.9637;5.009;2.4371;3.7313;2.5822;4.5237;3.5996;9.8662;7.5149
0.5;2.8264;5.2288;11.4079;1.5694;1.2593;5.0658;2.3968;3.5811;2.594;4.7292;3.5201;9.8346;7.6913
0.5;3.1883;5.077;10.1018;1.7434;1.2945;4.6873;2.5008;3.2586;2.3966;4.628;3.5605;10.0086;7.4831
0.5;3.0566;5.5974;10.8778;1.8907;1.1671;4.4446;2.7881;3.1279;2.2279;4.7531;3.498;10.4408;7.9743
0.5;2.9995;5.7316;11.6071;1.7662;0.7888;4.5436;2.7923;3.2514;2.1326;4.9258;3.6691;9.5535;7.7043
0.5;2.9575;6.0195;12.4435;1.6623;0.8549;4.5331;2.6502;3.5466;2.1792;4.4401;3.5222;9.9502;7.8232
0.5;2.8405;6.1303;11.4159;1.5154;0.7069;4.5068;2.8059;3.3159;2.055;4.2949;3.4805;10.0877;7.8903
0.5;3.2922;6.0216;11.9363;1.7619;0.6055;4.439;3.436;3.5355;2.3268;4.4505;3.5346;10.4066;8.1387
0.5;3.5601;6.2019;10.0665;1.7269;0.8556;4.7609;3.5538;3.6304;2.1216;4.4697;3.5122;9.8858;7.3014
0.5;3.421;6.2308;9.5168;1.8324;0.8629;4.7094;4.3242;3.1819;2.1621;4.4041;3.5987;9.2469;7.695
0.5;3.3328;5.9703;10.0429;2.4399;0.5775;4.5844;4.6722;3.9423;1.9049;4.0168;3.554;9.0042;7.8326
0.5;4.0844;5.5687;9.9483;2.0001;0.5581;4.5147;4.9554;3.8688;1.9873;4.5656;3.4095;8.0335;7.8392
0.5;3.6305;5.439;8.6255;2.1154;0.6891;4.57;4.7972;4.1449;2.0036;4.4564;3.3635;8.5672;8.0523
0.5;3.5101;5.3907;9.4198;2.0182;0.4553;4.2701;4.6498;3.6147;1.7394;4.28;3.3346;8.8101;7.5813
0.5;3.7713;5.2825;9.7509;2.2005;0.5793;4.5273;4.5566;3.7642;1.5778;4.1848;3.1363;8.4878;7.724
0.5;3.3161;4.7581;8.382;2.069;0.5221;4.4991;4.8922;3.9314;1.8618;4.6031;3.0389;8.257;8.3008
0.5;3.2981;5.0753;9.2261;2.3618;0.5564;4.5885;4.7531;3.8401;1.8028;4.3036;3.0167;8.0762;8.1521
0.5;3.3106;4.4199;9.1228;2.7172;0.7634;4.0854;4.8753;4.1021;1.7377;4.3572;2.8231;8.6075;7.5373
0.5;3.5841;4.1271;9.6843;3.1771;1.0779;4.1094;4.669;3.5704;1.9918;4.1574;2.7935;8.6085;7.7043
0.5;3.1441;4.4106;10.0964;2.7015;0.7152;4.2604;4.6866;4.2096;1.7739;4.1739;2.8167;7.8645;7.9928
0.5;3.2586;3.8381;8.406;2.84;0.8575;4.1655;4.8702;4.1407;1.6267;4.0316;2.9298;7.779;8.0235
0.5;2.6774;3.7255;10.1381;3.1698;0.7079;4.4662;4.8632;4.4298;1.9595;4.1534;2.94;7.8319;7.5003
0.5;2.7942;3.4661;8.3953;3.2068;0.4754;4.3143;4.7028;4.6498;1.8188;4.0481;2.8181;7.1506;8.0978
0.5;2.222;3.5597;6.2774;2.9661;0.3874;4.1985;4.1816;4.1634;1.6012;4.1027;2.818;7.7267;8.7285
0.5;2.5232;3.4705;6.5265;3.0289;0.6404;4.262;3.9689;4.4282;1.3842;4.2624;2.7488;8.1179;8.6653
0.5;2.4701;3.5934;7.6368;3.3238;0.623;4.1109;4.3241;4.035;1.4775;4.5131;2.8126;8.5543;8.2817
0.5;2.6811;3.2551;6.7948;3.2367;0.5319;4.2933;4.1259;3.7424;1.4675;4.1423;2.6972;8.7399;8.5606
0.5;3.0385;2.9806;7.561;3.4313;0.524;4.0865;4.1528;3.6258;1.5107;4.4991;3.019;8.8565;8.8521
0.5;3.0795;3.0856;8.6003;3.1063;0.4819;4.4131;4.1122;3.3147;1.4199;4.5428;2.9648;8.7306;8.4483
0.5;2.7503;3.815;7.9597;2.4412;0.2148;4.0626;4.4096;3.274;1.542;4.4628;2.9427;8.6069;8.5586
0.5;2.6905;3.9566;6.7861;2.5998;0.2224;4.1939;3.9918;3.3532;1.3437;4.2669;3.3263;8.9804;8.5599
0.5;3.0395;3.6804;6.3307;2.7917;0.3888;4.0937;4.5987;3.3232;1.5926;4.3609;3.342;8.8696;8.8464
0.5;2.7717;3.8602;6.4768;2.7901;0.3377;4.0319;4.7716;3.4729;1.537;4.6888;3.4612;9.2093;9.4193
0.5;2.8193;3.9547;7.4816;2.3677;0.241;4.103;4.9995;3.182;1.3665;4.6856;3.5934;8.1936;8.7399
0.5;3.4173;3.6243;6.4104;2.1904;0.1616;4.15;5.5557;3.752;1.5973;4.9295;3.7903;7.9745;8.5749
0.5;3.4981;4.0649;6.9357;2.2397;0.4597;4.0282;5.3737;3.406;1.6334;5.102;3.6515;7.696;9.2322
0.5;3.7441;4.4372;5.9717;2.2806;0.8377;4.013;5.1383;3.3847;1.4705;4.9801;3.8701;7.8508;8.447
0.5;3.2611;4.519;6.7159;2.2627;0.6225;4.1882;5.1772;3.0122;1.1196;5.0432;3.928;7.5589;8.1001
0.5;3.5254;5.5469;5.7761;1.9244;0.9364;4.0372;5.1456;3.0612;1.3635;5.148;4.2483;7.2774;8.5586
0.5;3.3191;5.9511;4.8712;2.0427;0.9362;4.2894;4.6128;2.8792;1.4096;4.9108;4.2583;6.2367;8.3773
0.5;3.5974;5.401;5.2283;2.0885;0.7371;4.141;4.7388;3.173;1.5975;4.9986;4.2276;6.9465;8.7575
0.5;3.5159;4.905;6.8239;1.9753;1.0424;4.0803;4.4715;2.8917;1.394;5.2504;4.3645;6.6333;9.0654
0.5;3.7687;4.9568;6.7027;1.8556;1.0224;4.0875;4.0542;3.0472;1.461;5.5669;4.1848;6.9388;9.5598
0.5;3.3941;4.6386;8.5126;1.7633;0.8989;4.2537;3.866;3.3593;1.6107;4.9983;4.3267;6.3321;8.7208
0.5;3.3959;4.5;8.5716;1.7546;0.8878;4.466;3.8859;3.2115;1.4169;4.9243;4.2803;6.4753;8.8317
0.5;3.5699;5.0384;9.0441;2.1925;0.2666;4.021;3.5038;3.3981;1.9934;5.1774;4.4155;6.4088;8.2922
0.5;3.1647;5.2064;8.6554;2.4818;0.4296;4.0335;3.4181;4.0321;1.8636;5.4016;4.2739;6.1666;8.4954
0.5;3.456;5.0957;9.8979;3.424;0.2557;4.2605;3.4327;3.3984;1.6238;5.3767;4.0591;6.0498;8.9202
0.5;3.3292;4.6362;9.7375;3.5132;0.1363;4.2514;3.7957;3.5202;1.658;5.7735;3.8546;5.8031;8.7259
0.5;3.3199;4.6444;11.5434;4.076;0.3083;4.3482;4.2339;3.9137;2.0629;6.7634;3.8116;5.9936;8.6844
0.5;3.1514;5.57;17.2562;3.6884;0.096;4.1643;4.2577;4.0696;2.7627;7.0465;3.977;6.2209;8.2587
0.5;2.8843;6.2273;16.5935;3.2516;0.3245;4.4594;4.4272;3.9141;2.8799;7.1057;3.878;6.0849;8.6946
0.5;3.124;6.5787;15.0374;3.0543;0.2279;4.1444;3.9846;3.7265;3.2164;7.4034;3.9618;5.7998;8.2377
0.5;2.8776;6.271;11.9209;2.5626;0.2187;4.0651;3.9393;3.3176;3.3945;6.9405;3.878;5.5611;8.5302
0.5;3.1874;5.1971;11.4659;2.6878;0.07765;4.1299;3.8179;3.2892;3.5603;6.7445;3.8856;6.2137;8.202
0.5;3.8419;5.0526;9.054;2.3668;-0.01316;4.1964;3.1634;3.6271;3.3922;6.591;3.8443;6.2084;8.2747
0.5;3.8232;5.1702;8.0715;2.2305;-0.1257;3.9661;2.9783;3.8034;3.6256;6.0685;3.843;6.6575;8.2775
0.5;3.5438;5.3879;8.6952;2.4614;0.09928;4.1538;3.2674;3.7354;3.7511;6.0137;3.8537;6.2059;8.084
0.5;3.7373;6.3986;8.969;2.6497;-0.1804;3.8698;3.4624;3.7668;3.6524;5.6804;3.7192;5.8394;8.5421
0.5;3.429;5.9789;10.1918;2.4985;0.1676;4.4063;3.8547;3.3124;3.8088;5.4146;3.6454;5.9446;8.9074
0.5;3.4784;6.5597;10.2745;2.3223;0.1188;4.1672;4.628;3.8237;3.7979;5.2826;3.6395;5.7574;9.0363
0.5;3.6417;6.605;9.2315;2.1431;0.1817;3.9617;5.4705;3.678;3.3966;5.5581;3.3632;6.2332;9.4342
0.5;3.6932;5.4829;11.2895;2.1326;-0.176;4.2234;5.6679;3.817;3.0577;5.2671;3.4018;5.9678;9.5988
0.5;4.0503;4.914;16.9674;2.7046;0.1744;4.3032;6.026;3.6712;3.2357;5.2825;3.3243;5.7938;10.103
0.5;4.0047;4.5882;18.0072;2.3976;0.04298;4.1394;6.0596;3.9027;3.0727;5.4146;3.4148;5.8422;10.3517
0.5;3.7537;4.4608;18.2189;2.3174;0.2006;3.9824;5.9406;3.4775;2.9948;4.8772;3.2408;5.8401;10.2596
0.5;3.6482;4.4645;19.5192;2.2842;0.03378;3.9061;5.2671;3.7447;2.8669;4.6824;3.1953;5.7624;10.7576
0.5;3.3132;4.0208;19.6816;1.9441;0.08862;4.2328;4.9407;3.4109;2.7401;5.0148;3.4276;5.8786;10.6105
0.5;2.9186;4.1824;20.0513;1.9752;0.06398;3.9262;4.4491;3.3127;2.7647;5.2541;3.3571;6.3193;10.5956
0.5;2.9406;3.8024;19.958;1.9989;-0.04719;4.3569;3.7341;3.2468;3.2612;5.5915;3.3227;6.142;10.1683
0.5;3.2552;3.5604;18.8579;1.8442;0.005754;4.551;3.2025;3.1302;3.3245;5.5371;3.3065;6.2911;9.6373
0.5;3.1008;3.3823;18.2927;1.9825;0.3629;4.0183;2.9219;3.3777;2.8051;4.9344;3.2314;6.7454;10.2148
0.5;3.0823;3.7454;19.7164;1.8828;0.92;4.0423;2.6115;3.4343;3.0058;5.407;3.1078;6.6181;10.0409
0.5;3.3997;3.4768;22.2551;1.8504;0.5494;4.1307;2.6695;3.0487;3.5603;5.5073;2.9407;5.8982;10.2821
0.5;2.976;3.9367;19.4324;1.7378;1.1305;4.4231;2.5113;2.7955;3.5646;5.8226;2.89;6.2121;10.6871
0.5;2.8428;3.305;18.1764;1.6188;1.1202;4.1005;2.7079;2.8724;4.104;5.4982;2.702;6.0008;10.74
0.5;2.6741;3.4688;15.8772;1.7014;0.9317;3.9349;2.6291;2.9151;4.0752;5.6737;2.8011;6.3141;11.4355
0.5;2.8598;2.9921;15.0913;1.9084;0.6825;4.0506;2.2494;3.0626;3.9542;5.9515;2.8681;6.7272;11.5061
0.5;2.8273;3.0265;14.3611;1.7593;0.6951;4.2264;2.4304;2.9744;3.917;5.9755;2.7975;7.1901;11.779
0.5;2.9842;2.8243;13.9136;1.6843;0.6447;3.9878;2.3744;3.1785;3.5221;5.8995;2.7287;7.8305;12.3001
0.5;2.8485;3.2213;12.9111;1.8245;1.0117;3.9008;2.2795;3.2274;3.5017;5.489;2.5959;7.8765;12.6984
0.5;2.9389;2.7869;12.8492;1.7423;0.9709;4.4806;2.1872;2.7338;3.2639;5.5233;2.4602;7.6096;12.7733
0.5;3.4836;2.8248;14.9955;2.0828;0.8104;4.1304;2.3464;3.3212;2.9728;5.364;2.4949;8.1535;12.4147
0.5;3.968;2.5627;16.2794;2.1605;0.9092;4.14;2.1913;3.1217;2.6953;5.7111;2.444;9.23;12.6786
0.5;3.8468;2.4437;18.9592;1.8608;0.9636;4.3333;2.1444;2.8613;2.8368;5.556;2.6136;9.3477;12.8897
0.5;3.8075;2.3035;18.5176;2.1732;1.041;4.3211;2.2131;3.3671;2.417;5.0941;2.6371;9.2297;12.5978
0.5;4.1545;2.2743;17.4346;2.5357;1.0914;4.1291;1.9743;3.4694;2.2202;5.1225;2.8757;9.6891;11.5426
0.5;4.1147;2.649;14.3818;2.8184;1.3831;4.4722;1.9446;3.722;2.327;5.0456;2.7405;9.8154;11.428
0.5;3.624;2.3594;13.1278;3.1046;1.271;5.2802;1.9744;2.9409;2.1146;5.0933;2.8057;10.7087;10.2344
0.5;3.4033;2.4115;12.3141;3.2549;1.3019;4.9122;1.8848;2.7858;2.1871;5.1295;2.6269;10.2422;9.9172
0.5;3.5309;1.8964;10.4578;3.5345;0.9854;5.6096;2.1693;3.2604;2.027;5.1143;2.7319;9.8208;10.3654
0.5;3.3226;2.3932;10.7042;3.6627;1.1336;5.8254;2.2397;2.9741;2.4037;5.027;2.5532;10.5643;10.4332
0.5;3.614;2.3821;8.7838;3.3476;0.9715;5.8646;2.9306;3.1795;2.3342;4.9744;2.5338;11.3131;10.8796
0.5;3.7074;2.4195;7.8795;3.3576;0.9811;5.6585;3.483;2.9231;2.1082;4.9999;2.3854;11.547;10.8097
0.5;3.4566;2.6351;9.2323;3.5351;0.7391;5.1923;3.794;2.822;2.47;4.8764;2.6141;10.7988;10.9328
0.5;3.2801;2.5636;8.9155;3.8261;0.8156;5.5038;4.2592;3.0217;2.0298;4.7508;2.5511;11.0266;10.8663
0.5;2.8396;2.2953;7.9799;3.9991;0.8486;5.1351;4.0859;3.325;2.0493;4.5483;2.5648;10.9586;11.5002
0.5;2.9794;2.1653;7.7833;3.8577;1.0747;4.7509;3.9873;3.3234;1.9582;4.8465;2.3994;10.0332;11.3461
0.5;3.2902;2.1537;7.2536;3.8735;0.8942;5.4024;4.3815;3.3981;1.9696;4.6608;2.3516;10.244;11.7654
0.5;2.6469;2.5117;8.0159;3.6922;0.9941;5.6311;4.2806;3.5345;1.8329;4.8071;2.4922;9.7837;11.4154
0.5;2.9646;2.4332;7.4826;3.5355;0.6465;5.9098;4.3053;3.3943;1.7042;4.7915;2.5015;9.9739;11.1372
0.5;2.8725;2.3853;7.2874;3.507;0.9889;5.4869;3.9477;3.0739;1.7049;4.5602;2.4656;10.014;11.2114
0.5;2.9434;2.4331;6.2903;3.2807;0.7975;5.7932;4.1143;3.214;1.6846;4.6142;2.3249;9.4915;10.631
0.5;2.8475;2.2077;7.5583;2.8008;0.7333;5.5219;3.9204;3.5804;1.5282;4.3577;2.3734;9.4123;10.5913
0.5;2.4478;2.0945;7.2675;2.5148;0.7864;5.6326;4.2762;2.8973;2.0438;4.9364;2.5286;9.8926;11.0365
0.5;2.5208;1.8291;7.7223;2.7316;0.7132;5.6128;4.3587;3.2019;1.7109;4.7464;2.6478;10.112;11.4214
0.5;3.1384;2.1997;9.8609;2.4183;0.6905;5.7481;4.4622;3.2328;1.4177;4.6201;2.71;10.2604;11.9703
0.5;2.7264;2.1934;11.1683;2.3921;0.8487;5.7054;4.2943;3.4512;1.6901;4.7385;3.0432;9.2412;12.5775
0.5;2.6612;2.6094;11.4909;2.4636;0.6819;5.1902;4.388;3.595;1.2368;4.2653;3.41;9.5971;12.7909
0.5;2.9351;2.4504;10.9079;2.2541;0.7942;5.7807;5.0128;3.6703;1.5789;4.064;3.6511;9.7902;13.4671
0.5;2.774;2.8977;14.6083;1.9922;0.816;5.827;4.7208;3.7331;1.6392;4.214;3.6504;10.1072;13.2031
0.5;2.9959;3.4351;15.631;2.216;0.6821;5.5874;4.8471;3.7084;1.601;4.1709;3.6015;9.9542;13.3785
0.5;3.0706;4.2417;13.9467;2.0906;0.4561;5.6771;4.6813;3.546;1.5158;3.8795;3.5959;9.8179;12.6018
0.5;3.2814;4.7699;12.6122;2.1034;0.4309;6.1152;4.6451;3.8203;1.7967;3.9794;3.8039;10.0839;13.1498
0.5;3.2073;5.9688;11.2838;1.8323;0.3104;6.1955;4.1981;3.9563;2.0395;3.6215;4.063;9.683;13.5756
0.5;3.1647;5.928;10.6323;2.3277;0.4041;5.4356;3.65;3.3332;2.0886;4.0161;4.0501;9.4676;12.5716
0.5;3.2079;6.3498;9.8605;2.2742;0.2711;5.9206;3.4576;3.3177;2.2431;4.0032;3.7444;9.7176;11.6941
0.5;3.0895;6.9252;10.4698;1.9337;0.5027;5.4732;2.9298;3.21;2.5671;4.1712;3.5398;10.0521;11.4534
0.5;3.1559;6.0371;10.1226;1.9727;0.5108;6.0109;3.2355;3.1817;3.3307;4.0622;3.5012;9.8487;10.7477
0.5;3.0417;6.8633;10.2197;2.1441;0.3401;6.0002;3.0032;3.0023;2.9777;3.75;3.5791;10.3957;10.945
